0,1,2,3,4,5,6,7
0943,20241213,PAY   ,-158585.0,ELECTRONIC BANKING PAYMENT TO ,CC720 CC7206 CORE A NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-159368.08,ELECTRONIC BANKING PAYMENT TO ,SC612 SC6121 CUBICL ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-161552.59,ELECTRONIC BANKING PAYMENT TO ,SS625 SS6251 SKYCO  NHU2312:35        ,509,0.0
0943,20241213,PAY   ,-164501.66,ELECTRONIC BANKING PAYMENT TO ,SL610 SL6104 LETLAK NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-164579.28,ELECTRONIC BANKING PAYMENT TO ,SC612 SC6121 CUBICL ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-166268.09,ELECTRONIC BANKING PAYMENT TO ,CR507 CR5074 RAW PR NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-174263.6,ELECTRONIC BANKING PAYMENT TO ,SB615 SB6152 BRAVOS ZCX8314:23        ,509,0.0
0943,20241213,PAY   ,-176808.88,ELECTRONIC BANKING PAYMENT TO ,SI607 SI6071 INCRED NHU2312:36        ,509,0.0
0943,20241213,PAY   ,-181760.83,ELECTRONIC BANKING PAYMENT TO ,SV604 SV6048 VALOTH ZCX8314:21        ,509,0.0
0943,20241213,PAY   ,-184692.76,ELECTRONIC BANKING PAYMENT TO ,CL712 CL7126 LIGHT  ZCX8314:22        ,509,0.0
0943,20241213,PAY   ,-188743.76,ELECTRONIC BANKING PAYMENT TO ,SB615 SB6151 BLOEFR ZCX8314:21        ,509,0.0
0943,20241213,PAY   ,-199413.63,ELECTRONIC BANKING PAYMENT TO ,SI605 SI6059 INTSIK NHU2312:35        ,509,0.0
